"Run.ID","Future.ID","time","S","Delta.Temp","CO2.Concentration","alfa","epsilon","size.factor","Eta.re","Eta.ce","Gamma.re","Gamma.ce","Nu.re","Nu.ce","k.re","k.ce","lambda.S","sigma.utility","Climate.Model","Beta.Delta.Temp","CO2.base","CO2.Disaster","Delta.Temp.Disaster","qsi","Delta.S","S.0","policy.name","Cost.S.Damage","policy.status","Policy.Duration","Policy.Start.Time","ce.tax_N","RD.subsidy_N","RD.subsidy.GF_N","Tec.subsidy_N","Tec.subsidy.GF_N","ce.tax_S","RD.subsidy_S","Tec.subsidy_S","dS.lag","rho","Region","Ace","Agg.demand.ce.tech","Agg.demand.re.tech","Are","Consumption","Gamma.ce.t","Gamma.re.t","L","Labor.ce","Labor.re","Price.ce","Price.re","Profits.ce","Profits.re","RelLabor","RelPrice","Utility.Consumer","Y","Yce","Yce.0","Yre","Yre.0","labor.growth","sce","sre"
1,1,2092,554.611603407214,4.71545669163663,743.604396592786,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.899483024064739,1,295,9.9,0,0,0,0,0,0,0,0,-6.38395763476955,0.001,"N",323.598465420675,301.902664969924,94.970798764206,136.512675621117,353.653943533484,0.25,0.25,1,0.760702572878927,0.239297427121073,1.14654883511904,2.04423577993334,1.33501358449701,0.419960872135319,0.314574231312821,1.78294697732705,0.920251214323666,396.87346373413,263.314266015176,193.2,46.4578497727414,45.55074,0,0.714032990229494,0.285967009770506
1,1,2092,554.611603407214,4.71545669163663,743.604396592786,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.899483024064739,1,295,9.9,0,0,0,0,0,0,0,0,-6.38395763476955,0.001,"S",132.915725499666,512.84798805993,78.2493568891452,32.6769962242702,131.68171102103,0.25,0.25,4,3.4704807419097,0.529519258090301,1.0735818884937,2.74845807023964,2.26781380320101,0.3460186561638,0.152578071301708,2.56008237442966,0.915359337487036,591.097344949075,477.698062491986,257.54634,28.4702749284884,27.82166,0,0.872338482192894,0.127661517807106
1,1,2097,521.718167191438,4.93175254769105,776.497832808562,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.880997646409489,1,295,9.9,0,0,0,0,0,0,0,0,-6.6628143728472,0.001,"N",329.446433903875,307.627775794307,95.3787346757801,137.483944369142,359.119101479895,0.25,0.25,1,0.763332025171193,0.236667974828807,1.14457237133037,2.0555604484911,1.36033002456243,0.421764764736299,0.310045913212838,1.79592003090364,0.915648007721413,403.006510470087,268.77092571852,193.2,46.4003550690001,45.55074,0,0.718809755505729,0.281190244494271
1,1,2097,521.718167191438,4.93175254769105,776.497832808562,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.880997646409489,1,295,9.9,0,0,0,0,0,0,0,0,-6.6628143728472,0.001,"S",137.11107399263,529.535916322553,78.5256168274937,32.9991181831752,135.460908047502,0.25,0.25,4,3.48343637907372,0.516563620926282,1.07158358960516,2.78271088501482,2.34160782197833,0.347240277611177,0.148291389511079,2.59682110850554,0.910854416565957,608.061533150047,494.162024744769,257.54634,28.2191072203591,27.82166,0,0.880204436722751,0.119795563277249
1,1,2102,487.404243591451,5.14783542646206,810.811756408549,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.857840605482134,1,295,9.9,0,0,0,0,0,0,0,0,-6.94917141387067,0.001,"N",335.440551746594,313.502271981612,95.7699258624935,138.44541982477,364.702455498882,0.25,0.25,1,0.765999434198135,0.234000565801865,1.14257778422718,2.06724307723621,1.38630704670269,0.423494612163946,0.305483993009501,1.80927995080392,0.91105090779842,409.272197844105,274.381557482897,193.2,46.3273656190121,45.55074,0,0.723684547873712,0.276315452126288
1,1,2102,487.404243591451,5.14783542646206,810.811756408549,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.857840605482134,1,295,9.9,0,0,0,0,0,0,0,0,-6.94917141387067,0.001,"S",141.380774881465,546.535160841909,78.7449138753179,33.3029877274241,139.29676864513,0.25,0.25,4,3.49625828770617,0.503741712293833,1.06961686319071,2.817902994902,2.41677848124292,0.348210009156656,0.144080234021935,2.63449754007812,0.906323625183268,625.280074717227,510.963485758417,257.54634,27.9445083871869,27.82166,0,0.88781045603422,0.11218954396578
1,1,2107,451.631801062242,5.36357694109464,846.584198937758,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.827531477754364,1,295,9.9,0,0,0,0,0,0,0,0,-7.24318053183985,0.001,"N",341.585773586894,319.531271100173,96.1437384297181,139.396459564891,370.408000992085,0.25,0.25,1,0.768704549887538,0.231295450112462,1.14056561383848,2.07929665612917,1.41296728080496,0.425147611336213,0.300889919470752,1.82303992940087,0.906449237118984,415.675009529891,280.151590775051,193.2,46.2385865654687,45.55074,0,0.728657051201224,0.271342948798776
1,1,2107,451.631801062242,5.36357694109464,846.584198937758,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.827531477754364,1,295,9.9,0,0,0,0,0,0,0,0,-7.24318053183985,0.001,"S",145.725828990207,563.849262279311,78.9095268994621,33.5890750154511,143.190589259301,0.25,0.25,4,3.50893225746298,0.49106774253702,1.067683432451,2.85403498341598,2.49334143779911,0.348937927949421,0.139947911930358,2.67310974083786,0.901741362479687,642.758789178773,528.105283965045,257.54634,27.6484091323281,27.82166,0,0.895144646793963,0.104855353206037
1,1,2112,414.362035399786,5.57886091190886,883.853964600214,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.784682082556336,1,295,9.9,0,0,0,0,0,0,0,0,-7.54499753104894,0.001,"N",347.887241859283,325.720080053539,96.4995408831235,140.336415134235,376.23990421666,0.25,0.25,1,0.771447047702221,0.228552952297779,1.13853645080148,2.09173460936474,1.44033419399675,0.426720969785172,0.296265249803641,1.83721356298451,0.901817608440958,422.219620936662,286.08665082637,193.2,46.1337401270186,45.55074,0,0.733726667410042,0.266273332589958
1,1,2112,414.362035399786,5.57886091190886,883.853964600214,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.784682082556336,1,295,9.9,0,0,0,0,0,0,0,0,-7.54499753104894,0.001,"S",150.147280083338,581.481908190782,79.0218086033095,33.8578850632851,147.143715508804,0.25,0.25,4,3.52144518437013,0.478554815629866,1.06578481792862,2.89110690028849,2.57131299801964,0.349434437643834,0.135897278127151,2.71265536124583,0.897045505461668,660.503716794092,545.590346577562,257.54634,27.3327176506079,27.82166,0,0.902197080475198,0.0978029195248016
1,1,2117,375.555346853592,5.79358257996976,922.660653146407,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.712834788158624,1,295,9.9,0,0,0,0,0,0,0,0,-7.8547833186057,0.001,"N",354.350292188311,332.074200059551,96.8367061932399,141.264633568035,382.202508561862,0.25,0.25,1,0.774226524013436,0.225773475986564,1.13649093809996,2.10457079925795,1.46843211266333,0.428211914786507,0.291611652383335,1.85181485281041,0.897067003028824,428.910906252791,292.192563026263,193.2,46.0125676111175,45.55074,0,0.738892491178483,0.261107508821517
1,1,2117,375.555346853592,5.79358257996976,922.660653146407,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0.712834788158624,1,295,9.9,0,0,0,0,0,0,0,0,-7.8547833186057,0.001,"S",154.646225710927,599.436980101968,79.0841695158555,34.1099541821417,151.157549106111,0.25,0.25,4,3.5337850879938,0.466214912006204,1.06392234142697,2.92911832232575,2.6507103260109,0.349710197599113,0.131930748587454,2.75313169793681,0.892015668837769,678.521149617824,563.421743073823,257.54634,26.9993086018668,27.82166,0,0.908959835322374,0.0910401646776263
1,1,2122,335.171314069881,6,963.044685930119,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0,1,295,9.9,0,0,0,0,0,0,0,0,-8.1727028418597,0.001,"N",360.980458644973,338.599331448099,97.1546140184361,142.180459068931,388.300340805229,0.25,0.25,1,0.777042491458296,0.222957508541704,1.13442977269418,2.1178195286474,1.49728624366349,0.429617703189524,0.286930909174959,1.8668582045566,-100,435.753945466535,298.47535704564,193.2,45.8748314973215,45.55074,0,0.744153283905304,0.255846716094697
1,1,2122,335.171314069881,6,963.044685930119,0.33,3,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"bcc-csm1-1",4.997053041,289.4150457,1298.216153,6,0.0100539,0.001822767,915.9700854,"FWA",0,1,295,9.9,0,0,0,0,0,0,0,0,-8.1727028418597,0.001,"S",159.223828174229,617.718601198545,79.0990618064966,34.3458461590598,155.233554875948,0.25,0.25,4,3.54594112057734,0.454058879422661,1.062097130941,2.96806842728856,2.73155165449996,0.349776051308328,0.128050315553106,2.7945357734456,-100,696.817663005041,581.602739714828,257.54634,26.6500128768111,27.82166,0,0.915427003626497,0.0845729963735027
